"id","full_sq","life_sq","floor","max_floor","material","num_room","kitch_sq","product_type","area_m","raion_popul","green_zone_part","indust_part","children_preschool","preschool_quota","preschool_education_centers_raion","children_school","school_quota","school_education_centers_raion","school_education_centers_top_20_raion","healthcare_centers_raion","university_top_20_raion","sport_objects_raion","additional_education_raion","culture_objects_top_25","culture_objects_top_25_raion","shopping_centers_raion","office_raion","thermal_power_plant_raion","incineration_raion","oil_chemistry_raion","radiation_raion","railroad_terminal_raion","big_market_raion","nuclear_reactor_raion","detention_facility_raion","full_all","male_f","female_f","young_all","young_male","young_female","work_all","work_male","work_female","ekder_all","ekder_male","ekder_female","X0_6_all","X0_6_male","X0_6_female","X7_14_all","X7_14_male","X7_14_female","X0_17_all","X0_17_male","X0_17_female","X16_29_all","X16_29_male","X16_29_female","X0_13_all","X0_13_male","X0_13_female","raion_build_count_with_material_info","build_count_block","build_count_wood","build_count_frame","build_count_brick","build_count_monolith","build_count_panel","build_count_foam","build_count_slag","build_count_mix","raion_build_count_with_builddate_info","build_count_before_1920","build_count_1921.1945","build_count_1946.1970","build_count_1971.1995","build_count_after_1995","ID_metro","metro_min_avto","metro_km_avto","metro_min_walk","metro_km_walk","kindergarten_km","school_km","park_km","green_zone_km","industrial_km","water_treatment_km","cemetery_km","incineration_km","railroad_station_walk_km","railroad_station_walk_min","ID_railroad_station_walk","railroad_station_avto_km","railroad_station_avto_min","ID_railroad_station_avto","public_transport_station_km","public_transport_station_min_walk","water_km","water_1line","mkad_km","ttk_km","sadovoe_km","bulvar_ring_km","kremlin_km","big_road1_km","ID_big_road1","big_road1_1line","big_road2_km","ID_big_road2","railroad_km","railroad_1line","zd_vokzaly_avto_km","ID_railroad_terminal","bus_terminal_avto_km","ID_bus_terminal","oil_chemistry_km","nuclear_reactor_km","radiation_km","power_transmission_line_km","thermal_power_plant_km","ts_km","big_market_km","market_shop_km","fitness_km","swim_pool_km","ice_rink_km","stadium_km","basketball_km","hospice_morgue_km","detention_facility_km","public_healthcare_km","university_km","workplaces_km","shopping_centers_km","office_km","additional_education_km","preschool_km","big_church_km","church_synagogue_km","mosque_km","theater_km","museum_km","exhibition_km","catering_km","ecology","green_part_500","prom_part_500","office_count_500","office_sqm_500","trc_count_500","trc_sqm_500","cafe_count_500","cafe_count_500_na_price","cafe_count_500_price_500","cafe_count_500_price_1000","cafe_count_500_price_1500","cafe_count_500_price_2500","cafe_count_500_price_4000","cafe_count_500_price_high","big_church_count_500","church_count_500","mosque_count_500","leisure_count_500","sport_count_500","market_count_500","green_part_1000","prom_part_1000","office_count_1000","office_sqm_1000","trc_count_1000","trc_sqm_1000","cafe_count_1000","cafe_sum_1000_min_price_avg","cafe_sum_1000_max_price_avg","cafe_avg_price_1000","cafe_count_1000_na_price","cafe_count_1000_price_500","cafe_count_1000_price_1000","cafe_count_1000_price_1500","cafe_count_1000_price_2500","cafe_count_1000_price_4000","cafe_count_1000_price_high","big_church_count_1000","church_count_1000","mosque_count_1000","leisure_count_1000","sport_count_1000","market_count_1000","green_part_1500","prom_part_1500","office_count_1500","office_sqm_1500","trc_count_1500","trc_sqm_1500","cafe_count_1500","cafe_sum_1500_min_price_avg","cafe_sum_1500_max_price_avg","cafe_avg_price_1500","cafe_count_1500_na_price","cafe_count_1500_price_500","cafe_count_1500_price_1000","cafe_count_1500_price_1500","cafe_count_1500_price_2500","cafe_count_1500_price_4000","cafe_count_1500_price_high","big_church_count_1500","church_count_1500","mosque_count_1500","leisure_count_1500","sport_count_1500","market_count_1500","green_part_2000","prom_part_2000","office_count_2000","office_sqm_2000","trc_count_2000","trc_sqm_2000","cafe_count_2000","cafe_sum_2000_min_price_avg","cafe_sum_2000_max_price_avg","cafe_avg_price_2000","cafe_count_2000_na_price","cafe_count_2000_price_500","cafe_count_2000_price_1000","cafe_count_2000_price_1500","cafe_count_2000_price_2500","cafe_count_2000_price_4000","cafe_count_2000_price_high","big_church_count_2000","church_count_2000","mosque_count_2000","leisure_count_2000","sport_count_2000","market_count_2000","green_part_3000","prom_part_3000","office_count_3000","office_sqm_3000","trc_count_3000","trc_sqm_3000","cafe_count_3000","cafe_sum_3000_min_price_avg","cafe_sum_3000_max_price_avg","cafe_avg_price_3000","cafe_count_3000_na_price","cafe_count_3000_price_500","cafe_count_3000_price_1000","cafe_count_3000_price_1500","cafe_count_3000_price_2500","cafe_count_3000_price_4000","cafe_count_3000_price_high","big_church_count_3000","church_count_3000","mosque_count_3000","leisure_count_3000","sport_count_3000","market_count_3000","green_part_5000","prom_part_5000","office_count_5000","office_sqm_5000","trc_count_5000","trc_sqm_5000","cafe_count_5000","cafe_sum_5000_min_price_avg","cafe_sum_5000_max_price_avg","cafe_avg_price_5000","cafe_count_5000_na_price","cafe_count_5000_price_500","cafe_count_5000_price_1000","cafe_count_5000_price_1500","cafe_count_5000_price_2500","cafe_count_5000_price_4000","cafe_count_5000_price_high","big_church_count_5000","church_count_5000","mosque_count_5000","leisure_count_5000","sport_count_5000","market_count_5000","price_doc"
15412,45,25.6278884231424,3,3,1,1,1,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,784.534270929411,1323.99370711021,1054.26321859177,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,4190972
15486,47,1,9,9,1,1,1,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,771.798792791371,1303.43660343224,1037.616826928,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,3181075
15583,61,29.2954879531515,2,17,1,2,0,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,754.36830690661,1272.46932719467,1013.41872905433,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,6577155
15604,52,25.768726441098,7,9,1,1,0,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,750.540341620314,1266.47454869107,1008.50742267405,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,3506036
15609,37,25.5864972486259,5,17,1,1,1,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,747.577764354927,1262.53902462886,1005.05843912592,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,4574633
15615,73,40,11,14,1,3,8,"Investment",4395332.782,94561,0.063755213,0.038692987,6120,2215,4,6533,5824,4,0,2,0,7,1,"no",0,5,1,"no","no","no","yes","no","no","no","no",72131,34296,37835,13523,6724,6799,56908,27219,29689,24130,7105,17025,6120,3096,3024,6533,3192,3341,14994,7422,7572,17070,7717,9353,11903,5928,5975,304,108,2,0,105,4,85,0,0,0,303,1,2,220,66,14,44,1.328839854,0.824673922,9.896087069,0.824673922,0.115219093,0.329875764,1.283527951,0.475338665,0.793441664,10.39321,2.489344,9.632528,2.239378159,26.87253791,68,2.239378159,3.557228453,68,0.103680378,1.244164532,0.52670165,"no",3.522242604,5.125136634,8.128056734,8.666607631,10.20746201,2.04928723,10,"no",3.522242585,1,0.755623914,"no",10.71308479,5,6.774827998,3,1.853438936,13.02951787,0.706593719,3.334219643,3.705321685,2.837626908,15.15781735,0.792725726,0.505632011,1.664652616,3.872906769,2.394583524,0.886133215,1.962412756,7.337848186,1.4633846,3.861098834,3.698456107,0.741221134,0.640971284,2.506138062,0.329875764,1.501411671,0.892930241,9.63310728,1.837095513,1.817502105,1.554685666,0.532418851,"poor",0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.14,2.51,1,85000,2,14000,13,607.69,1076.92,842.31,0,3,7,2,1,0,0,0,1,0,0,6,1,23.32,9.05,5,135637,2,14000,21,615,1075,845,1,6,9,3,2,0,0,0,1,0,0,8,3,25.22,11.27,8,215237,3,14090,26,596,1040,818,1,8,11,4,2,0,0,1,2,0,6,12,4,27.4,12.25,10,216937,6,39106,43,658.54,1134.15,896.34,2,10,19,9,2,1,0,3,5,0,6,34,4,23,15.34,29,713099,32,1408832,122,650,1116.38,883.19,6,33,49,24,8,2,0,7,14,0,9,64,14,12000000
15617,72,42,13,17,1,3,6,"Investment",5264733.751,80791,0.184282943,0.050755569,5195,3082,4,5469,7123,4,0,0,0,10,2,"no",0,1,1,"no","no","no","no","no","no","no","no",81887,37070,44817,11356,5819,5537,47628,23527,24101,21807,6668,15139,5195,2621,2574,5469,2842,2627,12655,6470,6185,21910,10290,11620,10012,5135,4877,254,58,1,0,18,14,162,0,1,0,253,0,0,113,52,88,77,2.706566645,1.676159716,20.11391659,1.676159716,0.127407308,0.33573069,0.389709398,0.661848415,0.640071267,19.83299,2.022452,4.811423,1.776463499,21.31756198,12,1.784458195,2.432002964,12,0.097213468,1.166561621,0.898471065,"no",3.139211229,8.972455976,11.75725445,12.43603887,13.82271852,1.871207469,14,"no",2.602290698,8,1.194079995,"no",11.13342229,121,11.11279823,5,20.21110648,2.413890861,2.381841686,1.270356187,3.443071839,1.279774534,18.40195873,3.236286166,0.248608661,2.026289038,3.761688193,4.876418303,2.556813349,1.636691583,4.187334454,1.638062931,1.385537962,1.195512285,0.974102319,0.894701183,0.339420522,0.33573069,0.795076207,0.817553103,5.866731999,10.42094818,8.239528491,4.561613724,0.007686545,"poor",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,7.66,2.47,2,23300,1,3000,14,715.38,1192.31,953.85,1,1,6,6,0,0,0,2,2,0,0,8,0,11.08,5.8,3,58300,3,48000,26,587.5,1000,793.75,2,7,10,7,0,0,0,2,2,0,0,12,0,12.85,8.87,5,82427,6,128640,38,583.33,1000,791.67,2,10,16,10,0,0,0,4,4,0,0,14,0,14.39,20.2,18,416195,18,343139,75,666.2,1126.76,896.48,4,21,26,18,5,1,0,8,7,0,0,20,2,14.9,18.1,41,1089536,39,1248588,198,688.27,1159.22,923.74,19,54,63,45,12,5,0,11,14,0,1,62,8,13100000
15778,39,39,4,14,1,1,8,"Investment",14286990.83,157010,0.389353565,0.194489265,7751,5041,6,8004,11081,7,0,3,0,5,3,"no",0,5,3,"no","no","no","yes","no","no","no","no",12327,5588,6739,16831,8637,8194,98260,47405,50855,41919,12424,29495,7751,3941,3810,8004,4152,3852,18912,9716,9196,2780,1351,1429,14694,7551,7143,371,88,0,0,68,8,207,0,0,0,371,0,1,221,129,20,20,3.359374289,2.303971492,27.6476579,2.303971492,0.189345851,0.786935996,0.664716156,0.183203177,0.053422925,17.22853,0.548541,14.22812,6.88831125,82.659735,18,6.696127912,8.54687164,18,0.059593398,0.715120773,0.429639464,"no",1.169891585,9.59054584,11.71681092,12.451464,14.25208691,1.169891583,1,"no",2.144609782,12,1.710063898,"no",12.24485912,97,2.233247473,7,8.616661357,17.39097129,1.879141829,2.425131046,2.44859635,9.306278893,13.28302575,2.173863768,0.797414893,3.202535003,6.017576894,6.572060056,3.33031672,3.015571244,10.59089831,2.330469456,3.574070075,1.433659075,1.452040071,1.532084795,0.771633879,0.786935996,0.946880802,0.951690986,8.675849188,12.30864543,8.477628719,4.555156166,0.308243126,"good",33.18,14.38,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,49.19,3.6,0,0,0,0,3,400,750,575,1,1,1,0,0,0,0,1,1,0,0,1,0,43.59,4.23,0,0,1,320000,5,400,750,575,1,2,2,0,0,0,0,1,1,0,0,3,0,35,7.43,1,2200,1,320000,7,483.33,833.33,658.33,1,3,2,1,0,0,0,2,1,0,0,5,2,29.45,9.48,5,186300,7,441142,24,621.74,1043.48,832.61,1,6,9,8,0,0,0,2,2,0,0,11,2,36.26,9.09,11,300476,16,509176,54,656,1110,883,4,16,18,12,3,1,0,5,9,0,2,33,5,5500000
15804,76,45,6,14,1,3,10,"Investment",5725729.259,122873,0.141280723,0.175054867,8132,3916,4,10055,7595,4,0,1,0,6,0,"no",0,0,3,"no","no","no","yes","no","no","no","no",60315,27188,33127,19487,9291,10196,77062,37955,39107,26324,7691,18633,8132,3849,4283,10055,4842,5213,21615,10335,11280,14780,6845,7935,16940,8087,8853,263,95,0,0,4,3,161,0,0,0,259,0,0,124,73,62,51,2.847482543,2.032025976,20.85428396,1.737856996,0.260035306,0.40288627,0.818429215,0.014276995,0.355042955,23.90843,1.359603,4.83724,4.01189555,48.1427466,25,4.05936248,6.816761566,25,0.323344083,3.880129001,0.764877994,"no",1.550784093,9.891856955,12.21062291,12.89231275,14.32403722,1.550784071,1,"no",3.723697185,15,0.502946768,"no",11.77380597,101,20.43294869,7,16.05155182,7.959146867,2.239970469,1.276603039,4.370889558,2.322549587,4.95437209,3.347580128,0.474144925,4.413608035,3.253729207,4.481573191,0.854842171,2.486533275,1.964716979,2.262736133,3.895837945,0.40288627,1.304372499,1.068063825,1.117946956,0.40288627,1.287273298,1.027206792,4.459180364,8.3974478,6.723367517,5.268728604,0.529405744,"good",5.47,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.27,26.66,0,0,0,0,8,628.57,1000,814.29,1,3,1,3,0,0,0,0,0,0,0,4,0,15.08,23.27,5,92600,2,28240,15,742.86,1214.29,978.57,1,3,4,6,1,0,0,2,3,0,0,7,0,13.29,16.11,5,92600,6,81067,21,650,1100,875,1,5,8,6,1,0,0,3,3,0,0,13,0,12.53,10.08,7,115484,21,2616102,57,541.18,921.57,731.37,6,22,17,11,1,0,0,6,6,0,0,24,2,11.27,11.08,27,635673,45,3758780,150,636.64,1080.15,858.4,19,43,47,31,9,1,0,14,19,1,1,66,4,14000000
15807,45,45,3,3,1,1,1,"OwnerOccupier",7632939.805,78810,0.051843748,0.43788524,5519,1503,3,5735,5782,3,0,0,0,3,2,"no",0,5,3,"no","no","no","yes","no","no","no","no",87713,41288,46425,11996,6185,5811,51138,25535,25603,15676,4371,11305,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212,55,11,0,28,12,105,0,1,0,213,1,2,95,58,57,12,2.894450709,2.159295482,25.9519022,2.162658516,0.283116129,0.431915194,0.581198967,0.481167694,0.385529845,18.12757,1.055663,5.684923,4.834340536,58.01208643,12,3.649727978,4.944556905,128,0.162834151,1.954009817,1.474372272,"no",1.036283143,11.02826741,13.7989831,14.46995561,15.86904434,0.57643715,8,"no",1.03628316,1,0.064325275,"yes",14.77844235,121,14.61399734,1,21.90448597,2.38366234,0.71814572,0.615978155,1.722815181,1.572188929,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,2.054232559,8.051056692,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.472992697,0.431915194,0.737505885,0.738341701,6.862579024,19.01261416,9.823983253,5.070235075,1.006034027,"satisfactory",0.11,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,28.59,1,6957,2,8499,0,756.552858795627,1275.23564561541,1015.89415725044,0,0,0,0,0,0,0,1,1,0,0,1,0,14.24,27.46,1,6957,3,70099,10,700,1166.67,933.33,1,1,4,4,0,0,0,1,1,0,0,5,0,13.13,21.76,1,6957,7,156099,11,700,1166.67,933.33,2,1,4,4,0,0,0,2,2,0,0,8,0,12.8,15.73,3,30257,13,283539,50,684.09,1147.73,915.91,6,12,16,13,2,1,0,6,7,0,0,18,1,14.78,14.96,26,807758,36,1205497,142,715.04,1203.01,959.02,9,32,50,38,10,3,0,10,9,0,0,38,4,3690050
15898,47,30,6,12,1,2,6,"Investment",3875439.354,94564,0.100505636,0.219006007,6222,3062,4,6746,5692,4,0,1,0,3,2,"no",0,4,3,"no","no","no","no","no","no","no","no",64931,28809,36122,13938,7131,6807,59008,29219,29789,21618,6400,15218,6222,3117,3105,6746,3531,3215,15801,8034,7767,12584,6028,6556,12121,6183,5938,159,39,0,0,2,7,111,0,0,0,159,0,0,1,134,24,40,3.518240977,1.799724944,21.59669933,1.799724944,0.244391167,0.272530595,2.104401465,0.381863426,0.492512805,22.39065,3.289973,1.301863,2.198192455,26.37830946,45,2.198192455,3.496678146,45,0.153872004,1.846464049,1.507986487,"no",4.235610605,8.841528374,11.23829285,11.84197644,13.32683907,0.917130677,5,"no",4.067231222,36,0.492512805,"no",10.05673568,121,12.90210163,5,17.98575701,2.979572513,2.108057818,2.345428563,4.110160986,2.901915284,15.4908074,2.992944468,0.458473891,2.837785719,6.276392733,6.161068776,2.183571703,2.51924633,8.771328785,2.648283684,2.197969179,0.705556854,1.088078326,1.312671099,0.97096654,0.272530595,1.851212019,1.528923924,2.459051167,9.322481667,6.062225188,5.290397536,0.4388354,"poor",1.58,0.11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5.12,12.93,0,0,0,0,6,666.67,1166.67,916.67,0,0,4,2,0,0,0,0,0,0,0,1,0,5.81,18.86,1,130000,5,90343,21,880,1450,1165,1,2,8,8,0,2,0,0,0,0,0,5,0,5.74,29.05,8,315500,12,366983,38,972.22,1583.33,1277.78,2,5,10,14,3,4,0,1,3,0,0,10,0,7.96,28.78,22,519477,24,675863,88,790.12,1327.16,1058.64,7,15,32,23,7,4,0,5,14,1,0,26,3,15.66,21.61,40,924858,45,1458557,184,697.63,1174.56,936.09,15,43,64,48,10,4,0,13,26,1,0,74,5,1000000
16008,74,43,2,17,1,3,12,"Investment",2104404.816,26943,0.033500178,0.08761909,1643,1468,1,1497,2560,2,0,1,0,4,0,"no",0,0,5,"no","no","no","no","no","no","no","no",80917,36124,44793,3363,1729,1634,15891,7999,7892,7689,2435,5254,1643,846,797,1497,780,717,3771,1923,1848,14152,6954,7198,2953,1519,1434,137,25,0,0,85,0,27,0,0,0,137,0,1,111,10,15,103,2.103582813,1.376071945,13.89611947,1.158009956,0.286999953,0.435810509,1.040497464,0.239655362,0.381892283,18.35152,1.286502,4.076403,1.162810101,13.95372122,72,1.162810101,1.941528782,72,0.298975379,3.587704544,0.83223042,"no",8.399710426,3.702327621,5.891109953,6.469742807,7.96094627,1.581885666,5,"no",2.102521278,30,0.381892283,"no",5.474574787,101,8.961097344,4,12.95231782,4.885718015,2.357733151,1.531086893,7.692159562,1.959031467,14.38309788,2.769866578,0.759598629,1.771583731,5.250323406,7.712844746,2.21191221,0.206639694,7.219631108,1.494635171,0.241545248,0.435810509,1.43797915,1.378901804,1.223846373,0.435810509,0.98451736,0.595748773,3.419653835,4.706738463,1.040497464,2.061269008,0.409298971,"poor",18.9,4.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,31.74,13.29,0,0,0,0,7,971.43,1571.43,1271.43,0,1,1,3,2,0,0,1,2,0,0,4,0,33.71,9.41,1,50000,2,14555,14,871.43,1392.86,1132.14,0,4,1,6,3,0,0,1,2,0,2,6,0,28.46,12.49,9,122472,6,66247,28,766.67,1259.26,1012.96,1,9,5,8,5,0,0,1,3,0,2,10,2,22.3,16.88,40,866682,15,308447,109,670.59,1132.35,901.47,7,38,30,20,13,1,0,4,11,0,3,27,4,19.35,16.72,131,2621414,36,1334424,383,734.08,1234.64,984.36,25,121,113,67,44,10,3,19,50,1,8,99,10,17360000
